Calls,Cost,Prior Purchases,Importance,Discount,Weight (gram),Late
3,248,4,1,8,4540,0
4,186,3,0,7,5156,1
4,152,3,1,6,5764,1
3,163,3,1,2,5791,1
4,168,4,1,5,5735,1
4,102,3,1,3,4845,1
3,169,2,1,1,4783,1
6,163,4,2,3,4031,1
2,154,3,1,4,5100,0
3,271,2,0,3,4878,0
3,182,3,1,7,5409,1
4,173,3,0,5,5232,0
5,244,2,0,10,5696,0
4,214,2,0,8,4512,0
4,210,2,2,6,4076,0
5,194,7,1,10,5700,0
4,185,10,2,7,4818,1
3,121,2,0,10,5130,1
3,203,3,1,3,4137,0
2,134,10,2,8,5472,0
3,263,3,1,9,5665,1
5,279,8,0,6,5888,1
4,222,3,0,5,5584,0
4,233,2,0,9,4799,1
4,271,3,0,3,4152,0
3,118,4,0,6,5964,0
3,183,2,0,5,4261,1
3,217,3,0,5,4077,0
3,245,10,1,8,4909,1
3,143,4,1,5,5545,1
3,149,3,1,3,4189,0
4,275,6,1,10,1400,1
4,168,4,1,4,4776,1
4,102,3,1,3,4179,0
3,169,2,1,10,4038,1
6,163,4,2,3,5118,1
2,154,3,1,3,4478,0
3,271,2,0,8,4444,1
3,182,3,1,2,5281,1
4,173,3,0,7,4410,0
5,244,2,0,10,5794,0
4,214,2,0,3,5546,0
4,210,2,2,3,5876,1
5,194,7,1,8,4770,0
4,185,10,2,1,4973,0
3,121,2,0,2,5210,1
3,203,3,1,1,5543,0
2,134,10,2,1,5632,0
3,263,3,1,8,5447,1
5,279,8,0,5,4785,0
4,222,3,0,3,5130,0
4,233,2,0,5,4668,0
4,271,3,0,9,4085,0
3,118,4,0,10,5699,1
3,183,2,0,3,4179,1
3,217,3,0,5,4883,1
3,245,10,1,1,5363,0
3,143,4,1,7,4486,0
3,149,3,1,7,4049,1
4,275,6,1,9,1890,0
7,282,5,0,5,1149,0
4,276,2,1,3,1966,0
4,244,3,0,6,1360,1
5,258,4,1,7,5478,0
3,257,3,0,5,5657,0
4,195,5,1,9,5178,1
2,152,4,0,6,4606,1
2,100,3,0,1,5776,1
4,248,2,1,4,5783,0
4,274,2,0,2,4492,1
3,203,2,0,1,5244,0
6,194,5,0,8,4777,0
3,142,3,0,7,4439,0
4,208,5,0,7,5833,0
4,237,2,1,6,5954,0
3,210,2,0,9,4580,0
3,158,2,0,10,4061,1
3,148,3,0,1,5700,0
3,146,3,2,4,5846,1
3,155,3,0,3,5768,0
2,233,3,1,10,5211,1
3,165,2,1,8,4280,1
4,227,3,1,10,5491,1
5,197,4,0,6,4184,0
4,134,3,1,2,4983,0
5,134,2,0,9,5045,0
4,194,2,0,3,4724,1
3,172,3,0,4,4337,0
3,205,2,1,2,5322,0
3,191,5,0,9,5196,1
3,225,4,0,10,5690,0
5,152,6,1,2,4915,1
5,249,3,1,10,5001,1
5,136,3,0,4,4218,1
3,146,5,2,7,4538,0
5,259,2,1,1,4607,0
3,159,3,1,4,5577,1
5,162,3,1,5,4064,1
4,205,4,0,6,5064,0
5,155,3,1,6,4109,1
4,171,4,1,4,4151,0
3,244,3,1,1,5695,1
5,135,3,1,2,5849,1
4,147,3,0,5,5174,0
3,245,2,0,4,4514,1
5,266,6,0,5,5481,0
3,165,3,0,3,5409,0
4,226,3,1,1,5433,1
5,185,3,1,1,4925,0
5,267,3,0,9,5258,1
5,169,3,0,9,4289,1
4,191,3,2,6,5335,1
3,187,3,1,2,5154,1
3,265,6,0,9,5936,0
3,243,3,1,8,4093,0
6,166,3,0,2,5559,0
5,249,2,1,3,4440,0
4,271,2,0,1,4866,0
4,272,2,1,5,4681,1
4,226,2,0,8,4526,0
3,250,5,1,8,5762,1
2,135,6,1,9,5777,1
4,274,3,2,3,4202,1
4,184,3,1,2,4124,1
2,139,2,1,2,4520,1
3,198,2,0,8,4620,1
4,168,2,1,1,5154,0
4,245,4,1,4,5203,1
4,251,3,0,4,4374,1
4,153,2,1,9,4359,0
5,142,4,1,2,4735,1
4,148,3,0,5,4913,0
4,273,5,0,1,5012,0
3,180,6,0,5,4802,1
3,158,3,0,2,5205,1
4,240,2,1,2,5588,0
4,174,3,0,7,4813,1
4,186,3,0,6,4524,0
5,174,3,2,9,5969,1
4,260,4,0,10,4072,1
4,258,2,0,2,4308,0
4,262,2,1,3,4090,1
4,197,3,0,4,5800,0
4,238,3,0,4,5449,1
3,168,2,0,9,4608,0
4,266,3,0,9,5621,1
4,251,3,2,5,5460,0
3,272,2,0,3,5638,1
5,203,2,1,4,4311,1
5,168,3,0,6,4096,0
3,138,3,1,7,5534,0
3,129,3,1,9,5296,1
4,178,6,0,9,5279,1
5,211,2,1,1,5913,1
3,169,3,2,5,5750,0
3,267,3,0,8,5922,0
3,183,3,0,1,5959,1
3,194,2,0,8,4335,1
5,151,2,0,8,4749,0
6,225,4,0,5,4184,1
5,184,4,0,6,4155,1
3,269,2,1,1,4978,0
3,274,2,1,5,5161,0
5,142,2,2,7,5341,0
4,140,4,0,6,5067,0
4,219,5,1,5,5253,0
2,237,3,1,2,5331,0
3,140,5,0,7,4370,1
5,105,5,0,10,5418,1
3,192,2,0,6,4056,0
3,154,3,0,2,4990,1
5,165,2,0,3,4005,1
5,197,4,0,2,5594,1
3,274,3,0,3,5156,0
3,193,3,2,10,5991,1
3,252,4,2,4,4303,0
4,224,2,0,6,4994,0
5,230,4,0,4,4782,1
4,174,3,1,10,4318,0
3,226,3,1,3,4940,1
5,245,3,1,9,5690,0
5,206,5,1,2,5766,0
3,241,3,0,2,4976,1
3,148,4,2,1,4249,0
5,181,3,0,7,5875,0
4,146,3,0,8,5673,1
3,115,6,2,6,5636,0
4,201,3,0,10,4530,1
5,273,4,0,1,5225,1
5,228,5,0,6,4506,0
4,185,3,0,2,4336,1
6,170,3,0,10,4858,0
4,156,2,0,7,5017,0
4,159,3,1,3,5545,0
5,263,2,2,8,4914,0
3,159,3,1,1,4314,1
5,241,3,0,10,4244,1
5,167,3,1,3,4267,1
4,231,3,0,4,5089,1
4,233,2,0,5,4817,0
6,256,4,2,2,5021,0
3,205,4,2,3,4426,0
2,180,2,2,1,4407,0
2,187,2,1,10,5957,0
3,250,2,1,1,4922,1
4,273,2,0,9,5151,0
3,224,2,0,10,4445,0
3,195,2,1,8,4365,0
4,148,2,0,9,4334,0
3,181,2,1,4,4629,0
5,111,4,2,2,5978,1
3,181,3,1,9,4163,0
3,108,4,0,5,4787,0
4,188,5,0,1,5999,1
6,231,4,0,7,4553,1
2,230,3,0,4,5127,0
4,197,2,0,7,5449,0
3,252,3,2,6,5101,0
6,237,5,1,2,5437,1
4,182,3,1,8,5453,1
5,241,3,2,6,4157,0
4,247,2,1,6,5833,1
5,156,4,0,8,5014,0
5,189,3,0,7,4741,1
4,240,4,0,9,4471,1
3,196,3,1,8,4516,0
3,157,3,0,7,5100,0
2,203,4,1,10,5764,0
3,156,8,1,9,4733,1
3,172,6,1,5,5366,1
4,204,2,0,1,4533,0
4,283,7,2,9,5252,1
4,257,10,1,4,4710,0
2,147,2,1,3,5136,1
4,229,3,0,6,5691,1
2,111,2,0,1,4296,1
3,231,2,2,8,5021,0
4,197,3,0,6,5032,0
4,157,2,1,5,5647,0
3,201,10,2,10,5281,0
4,247,10,2,10,5644,0
5,184,3,0,5,5045,0
3,144,10,2,3,5000,0
3,245,4,0,9,4139,0
3,163,3,0,5,5638,0
3,154,10,1,3,4524,0
4,245,2,0,8,5871,1
3,268,10,1,2,5626,1
4,180,3,0,1,5677,0
2,230,3,0,7,4889,0
4,197,2,0,2,5685,0
3,252,3,2,4,4248,0
6,237,5,1,10,5434,0
4,182,3,1,7,4710,1
5,241,3,2,8,5306,1
4,247,2,1,3,4862,1
5,156,4,0,1,5533,1
5,189,3,0,1,5965,0
4,240,4,0,7,5905,1
3,196,3,1,8,5204,0
3,157,3,0,9,5807,1
2,203,4,1,4,4145,0
3,156,8,1,6,5637,1
3,172,6,1,1,4618,0
4,204,2,0,7,5795,0
4,283,7,2,1,4216,1
4,257,10,1,3,5881,1
2,147,2,1,8,5499,0
4,229,3,0,5,5225,1
2,111,2,0,4,4473,1
3,231,2,2,6,4452,0
4,197,3,0,2,4113,1
4,157,2,1,8,5398,0
3,201,10,2,7,4699,0
4,247,10,2,10,5882,0
5,184,3,0,2,5800,0
3,144,10,2,8,4440,0
3,245,4,0,4,5186,1
3,163,3,0,5,4570,0
3,154,10,1,1,5235,1
4,245,2,0,1,5978,0
3,268,10,1,9,4483,0
4,180,3,0,7,5718,0
3,182,4,0,10,1690,1
4,164,2,0,7,1116,0
6,136,3,0,2,1187,0
6,290,5,1,8,1512,1
6,134,3,1,10,1278,1
4,215,3,0,2,5563,1
4,213,4,0,2,5857,1
5,132,3,1,4,4475,1
3,220,4,0,2,4313,0
3,215,2,0,8,5683,0
6,212,2,0,5,4804,1
4,190,4,1,5,5570,1
5,171,3,0,3,4749,1
4,153,2,1,4,4069,1
3,164,3,1,2,5488,0
5,172,2,0,5,4554,1
3,199,6,1,7,4805,0
3,163,3,1,6,4323,0
5,263,3,0,9,4699,1
3,156,3,1,7,4636,0
4,206,4,0,1,4596,1
3,224,2,0,8,4162,0
3,221,2,1,5,4205,1
4,221,4,0,1,4865,0
2,263,3,1,10,4779,0
6,148,4,0,10,5088,0
3,232,3,0,9,5016,1
3,139,3,1,3,5847,1
3,185,4,0,6,4015,0
3,183,3,1,9,4282,0
5,245,2,1,2,4882,1
3,159,4,1,9,4214,0
5,249,3,1,6,5212,0
4,233,2,1,10,5865,1
4,226,2,2,2,5881,1
5,152,3,1,6,4735,0
2,143,6,1,1,5514,0
6,218,6,1,1,4558,1
3,209,3,1,2,4976,0
2,157,2,1,9,5875,0
4,218,2,1,6,4414,1
4,235,3,2,10,4172,0
5,253,2,1,2,4364,0
3,211,3,2,7,4145,1
4,265,4,1,3,4283,1
4,201,3,1,7,5967,1
4,216,3,1,1,5167,1
2,176,3,0,4,5463,0
4,155,3,1,8,4924,0
4,266,2,0,2,4290,0
4,250,6,1,7,5115,1
5,205,4,0,6,5486,0
5,175,3,0,1,4019,0
3,260,4,2,3,4423,0
3,157,3,2,1,5398,0
5,282,3,1,5,4644,1
3,238,3,1,8,5337,1
3,187,2,1,4,5139,1
3,104,5,0,5,4643,0
5,230,3,0,1,4727,0
4,174,2,0,10,5554,0
5,237,2,1,3,5113,0
3,202,2,1,7,4506,1
3,204,3,1,4,5900,1
3,243,2,2,7,4024,0
4,165,2,1,5,5014,1
2,169,4,0,3,4968,1
2,197,3,0,7,4632,0
5,263,2,1,8,4350,0
4,247,2,0,3,4113,0
4,207,3,0,9,4314,0
4,155,2,1,9,4932,1
4,174,2,0,10,5764,0
3,220,3,1,8,4148,0
5,192,3,1,5,4942,1
5,231,3,1,2,4735,0
4,237,3,0,10,5381,0
4,187,3,1,8,5872,0
5,141,4,2,5,5444,1
4,272,5,0,3,5243,0
3,229,3,0,5,4971,1
4,173,2,1,9,4307,0
2,271,2,0,7,5875,0
4,246,3,1,7,4956,0
4,104,4,1,3,4548,0
4,121,5,0,8,4233,1
3,212,3,1,10,5935,0
3,139,5,1,5,4572,0
3,250,3,0,10,5688,0
4,272,2,0,10,4826,1
6,160,5,1,8,5982,0
5,170,4,0,4,4855,1
4,260,2,0,1,5001,1
2,168,3,0,7,4008,0
4,261,2,1,7,5764,0
5,117,3,1,4,5332,0
4,151,4,1,5,5469,0
5,181,2,1,4,5578,1
6,251,4,0,2,5656,0
2,178,3,1,8,4451,1
3,227,3,0,10,4305,1
4,206,4,1,1,4812,1
4,181,4,0,4,5767,0
4,117,5,1,1,4378,0
2,187,6,1,9,4388,0
5,219,4,1,5,4096,0
6,280,3,0,7,4620,1
6,178,3,0,5,4096,0
3,139,2,1,3,4226,0
3,137,2,0,6,5709,1
5,248,2,0,6,5863,1
3,259,3,0,10,5978,0
4,139,3,1,5,5126,0
3,267,2,1,4,4703,0
3,271,4,1,1,5852,1
5,181,4,1,4,5505,0
4,222,2,1,2,4425,0
3,159,2,1,6,5804,0
3,238,2,1,3,4930,0
5,256,6,1,5,5614,1
4,202,3,0,9,4955,0
4,258,3,1,2,4188,0
4,174,3,1,8,5576,0
4,270,2,0,7,5814,0
4,215,3,0,9,4551,0
3,254,4,1,9,4571,0
6,253,2,0,9,5972,0
3,269,4,1,1,5797,0
4,224,5,0,7,5738,0
3,157,3,1,1,4391,0
3,250,3,0,5,4625,0
6,132,4,1,5,5235,1
5,256,3,1,6,5604,1
4,237,3,0,1,5114,0
5,199,2,1,7,4660,1
3,186,3,1,7,4536,0
4,213,3,1,7,4114,0
3,260,2,1,6,4332,0
6,247,3,0,1,4637,1
4,178,2,1,9,4322,1
3,135,2,0,7,5682,0
3,234,3,1,3,4187,1
4,214,3,2,1,4004,0
4,174,3,0,8,5549,0
5,262,2,1,8,4283,0
4,180,3,2,5,4346,0
5,165,2,1,6,4819,1
4,150,3,0,10,4470,0
5,227,2,0,9,5706,1
5,220,3,1,8,5727,1
5,255,2,1,1,4604,1
3,202,2,1,5,5135,1
4,261,3,1,2,4140,0
5,244,2,0,5,4713,0
4,173,3,1,1,5128,0
3,224,3,1,1,5343,1
4,263,2,1,2,5797,1
5,160,5,0,1,4672,0
6,106,5,0,9,4038,1
3,227,2,1,9,4659,0
3,257,2,0,2,5251,1
3,155,3,1,6,5113,1
3,212,3,0,8,5214,0
6,205,3,0,10,4996,0
3,211,3,0,6,5890,0
5,178,5,0,9,4729,1
3,221,3,2,5,4568,1
3,253,4,0,9,4682,1
3,185,2,1,8,5430,1
3,160,2,2,6,5667,0
3,173,2,0,5,4402,0
3,256,3,1,8,4070,0
3,134,3,2,6,5680,0
4,160,6,0,4,4684,1
2,205,3,0,1,5137,0
4,202,3,0,4,4029,0
2,158,3,1,2,4153,0
4,233,3,1,4,5259,0
3,163,2,2,10,5364,1
4,202,4,1,4,4053,0
5,229,3,0,1,5189,1
5,120,4,2,1,4183,0
5,185,2,1,10,5973,1
2,154,3,1,1,4377,0
2,238,3,1,4,5782,1
4,179,3,0,3,5284,0
4,237,2,1,10,4963,0
4,234,3,0,8,4996,0
2,116,3,0,1,4091,1
4,157,4,0,8,4344,1
4,151,3,1,8,4390,1
3,160,3,1,1,5062,0
3,226,3,0,8,5203,1
2,254,3,0,6,5684,0
3,194,3,0,8,5726,1
5,194,4,1,4,4003,0
3,175,3,0,6,5503,0
4,228,2,1,9,4091,0
3,240,3,0,4,5056,1
2,166,3,1,8,4255,1
4,249,2,1,10,4562,0
4,261,3,1,7,4314,1
4,209,2,0,10,5066,0
3,154,2,1,4,5864,0
6,98,3,0,8,5946,0
3,193,3,1,2,4784,0
3,169,3,0,6,5397,0
5,227,2,1,3,5904,0
3,150,2,1,6,4170,1
5,260,6,1,8,5440,1
5,243,6,1,9,4587,0
2,271,8,1,10,4183,0
4,129,6,1,5,5626,0
3,228,3,1,4,4208,0
5,243,2,0,9,4669,1
2,187,3,1,6,5547,0
3,185,3,1,10,4387,0
2,228,3,2,1,5500,1
5,248,8,0,2,4023,1
4,233,4,0,6,4652,0
4,151,3,1,8,4025,1
5,160,3,2,3,4599,0
3,265,3,1,4,4268,1
3,229,7,2,4,5075,1
6,144,7,2,8,5646,1
3,172,10,2,1,4929,1
3,273,10,1,5,4608,0
3,182,4,0,7,1869,1
4,164,2,0,3,1376,0
3,240,3,0,4,5484,1
2,166,3,1,6,4280,0
4,249,2,1,7,5876,1
4,261,3,1,1,4590,0
4,209,2,0,8,4047,0
3,154,2,1,6,4744,0
6,98,3,0,8,4651,1
3,193,3,1,9,4982,0
3,169,3,0,6,4081,1
5,227,2,1,10,4734,0
3,150,2,1,10,5944,0
5,260,6,1,10,4986,0
5,243,6,1,1,4170,1
2,271,8,1,5,4924,0
4,129,6,1,7,4873,1
3,228,3,1,8,4927,0
5,243,2,0,9,4828,1
2,187,3,1,3,5922,0
3,185,3,1,4,4111,1
2,228,3,2,5,4663,0
5,248,8,0,10,4583,0
4,233,4,0,6,4705,1
4,151,3,1,10,5275,0
5,160,3,2,2,5876,0
3,265,3,1,7,5113,0
3,229,7,2,3,5584,0
6,144,7,2,1,5501,0
3,172,10,2,9,4883,0
3,273,10,1,10,5574,1
3,182,4,0,6,1272,1
4,164,2,0,9,1949,1
3,268,2,1,5,1707,0
3,218,4,1,4,1678,1
5,236,2,1,6,1329,1
3,188,4,0,2,1059,1
4,277,5,1,8,1335,0
6,127,3,0,8,5976,1
5,143,3,0,5,5146,1
6,192,6,1,7,4014,1
4,239,2,1,9,4360,0
3,215,3,0,4,4828,1
6,139,5,1,1,4243,0
3,250,3,1,4,5361,0
3,187,3,1,1,5541,0
2,151,3,0,5,5982,1
3,181,3,1,9,4191,0
4,170,5,0,5,4823,1
4,139,3,0,1,4986,0
4,186,2,0,1,4519,0
3,273,3,1,2,4948,0
6,274,5,0,8,4292,1
3,108,2,0,10,5559,1
3,132,3,1,4,4212,0
4,223,3,1,4,4972,1
3,240,3,1,2,4804,0
3,106,2,0,3,5615,0
5,143,5,1,5,4393,1
5,238,2,1,5,5441,1
2,156,3,1,3,5937,0
4,203,3,0,9,5296,1
3,259,4,1,5,4564,1
4,225,3,0,10,4486,0
4,154,3,1,9,5208,0
5,227,3,1,2,4058,1
4,208,2,1,1,5826,0
5,255,3,1,8,5983,0
4,218,2,0,7,4597,0
3,184,3,1,1,4161,0
4,233,2,0,7,4403,1
3,230,4,1,2,5916,1
4,249,3,0,5,5017,1
5,176,4,0,2,4893,0
4,272,4,0,3,5566,0
4,192,2,0,7,4151,0
6,100,4,0,3,5756,0
2,271,6,0,2,4237,1
4,165,3,2,5,4735,0
3,124,4,1,10,5011,0
4,193,4,0,4,4796,0
3,156,3,1,2,4681,0
5,170,3,1,10,4198,0
2,243,5,1,5,4750,1
3,163,2,0,7,5720,0
4,201,2,0,4,4955,1
3,232,3,0,10,5333,0
3,214,3,1,2,4964,1
3,149,2,1,7,4147,1
3,122,3,2,10,4880,0
3,253,4,0,2,5040,1
2,123,4,1,8,4042,0
4,261,3,1,2,4028,0
5,235,3,0,7,5061,0
2,141,4,1,8,4702,0
3,241,2,0,8,5602,1
4,253,2,0,9,4299,0
4,177,2,0,6,5116,0
5,160,3,2,10,5527,0
3,134,3,0,9,4436,0
5,258,2,1,4,5965,0
5,188,2,0,6,4840,0
5,270,3,1,5,5950,1
3,243,2,1,10,5460,0
2,100,4,0,3,5398,0
3,134,4,1,7,5370,1
4,255,3,1,3,4562,1
3,260,2,0,8,5382,0
5,265,3,0,6,4423,1
2,221,3,0,2,5847,0
5,157,4,0,9,4840,0
4,222,3,0,8,4861,0
5,179,3,0,7,5496,0
3,231,3,0,5,5046,0
3,228,2,0,6,5893,0
2,264,2,0,9,5898,1
4,170,3,1,2,5330,1
3,159,2,1,3,4876,0
3,166,3,2,6,5089,1
3,234,2,1,8,4012,1
6,215,5,1,5,4362,0
3,179,2,2,8,5589,0
3,180,3,1,8,5953,1
4,149,3,0,9,4953,1
3,150,3,0,1,5825,0
4,155,3,0,4,5666,0
4,199,2,1,4,4762,0
4,169,2,0,10,4248,0
6,276,6,0,8,5037,0
4,257,3,0,1,5843,0
4,153,2,1,1,4366,1
5,228,4,0,6,4946,1
4,133,2,1,4,4724,0
4,206,3,1,10,4262,0
4,263,5,0,9,5731,1
4,190,2,1,4,4501,0
4,175,2,1,4,4910,1
3,272,3,0,2,4059,1
4,111,4,1,10,4711,0
5,233,3,0,5,5756,1
5,235,3,0,4,5325,0
3,255,4,1,5,4415,0
4,216,2,0,6,4005,0
4,266,3,1,5,4641,0
4,200,4,1,7,4953,1
3,194,3,1,6,5721,1
4,220,3,0,3,5020,0
4,270,2,0,1,5148,1
3,168,3,1,2,4231,0
4,172,4,1,8,5900,1
4,168,3,2,4,4759,1
5,243,3,0,4,5415,0
3,181,3,0,1,5094,1
3,167,2,0,2,4141,0
4,224,3,0,3,5967,0
5,252,3,1,6,5221,0
4,266,3,1,8,4493,0
4,144,2,0,5,4882,0
3,222,3,0,4,5149,0
4,199,3,0,10,5002,1
3,214,3,1,2,4958,0
3,258,3,1,2,5828,1
3,194,4,0,1,5534,0
5,201,3,0,2,5132,1
3,243,3,1,5,4383,0
5,264,3,1,2,5716,0
4,204,3,1,4,5476,0
3,239,2,0,3,5099,1
5,168,4,1,5,5580,0
5,229,2,1,10,5001,0
2,246,2,1,1,5374,1
4,217,2,0,6,4029,1
4,166,2,0,6,5737,0
4,159,2,2,3,5731,1
6,220,3,1,1,5508,0
5,172,4,1,10,4659,1
3,262,3,1,2,5910,1
4,194,2,0,1,5300,1
3,232,2,1,10,4719,0
4,259,3,1,3,4741,1
4,259,3,0,1,4914,1
4,246,3,0,10,4616,1
3,247,2,1,2,5016,1
2,137,3,0,1,4539,0
2,273,2,2,5,4236,0
5,152,3,2,5,5502,1
3,235,4,2,7,4833,1
4,212,3,0,3,4555,0
5,286,5,0,3,5208,0
4,151,2,1,6,4987,0
3,204,3,0,6,5296,1
3,191,3,0,1,4705,0
3,221,3,0,1,4518,1
3,161,3,0,2,4475,0
4,183,4,0,9,5157,0
4,243,2,0,6,5892,0
5,194,5,0,8,4038,1
4,266,3,1,4,4197,1
4,249,4,1,10,4933,0
5,133,2,0,10,4398,0
4,244,4,0,10,4118,1
4,235,3,1,6,4832,1
3,166,2,0,10,5932,1
4,239,2,0,10,4028,0
4,141,3,0,7,4683,0
2,168,2,0,1,4831,0
4,203,3,0,4,5699,0
5,171,4,1,9,4418,1
3,120,4,2,10,5537,0
4,240,4,0,6,4811,0
5,178,6,1,10,5197,0
3,237,3,2,9,5514,1
3,169,3,0,3,5673,0
4,169,4,0,10,4245,0
4,201,2,1,8,5790,0
4,249,4,1,4,5418,1
5,101,5,1,1,4014,1
3,140,3,0,6,4488,1
3,214,3,1,1,5362,0
5,196,3,1,6,4257,0
3,204,2,2,7,5961,0
4,159,3,0,9,4265,1
4,175,4,1,4,5685,0
4,163,2,0,3,4099,1
6,271,10,1,2,4145,0
4,191,3,1,1,4219,0
4,135,3,1,5,4515,0
4,224,3,1,3,4511,0
3,142,2,0,5,4728,0
6,246,6,0,9,5466,1
5,165,4,1,3,4242,0
3,150,4,1,8,4357,1
3,170,7,0,7,4373,1
2,147,3,0,5,5013,0
4,151,3,1,10,5698,0
3,259,8,2,6,5939,0
4,211,4,1,8,4747,1
4,249,10,1,7,5580,1
3,133,3,1,1,5026,1
4,258,3,2,10,4643,1
3,253,3,2,8,5857,0
6,185,3,2,1,5399,1
3,268,2,1,4,1442,1
3,218,4,1,8,1883,0
3,140,3,0,9,4733,0
3,214,3,1,9,5856,0
5,196,3,1,2,5427,1
3,204,2,2,2,5526,0
4,159,3,0,4,4574,0
4,175,4,1,5,5177,1
4,163,2,0,9,4720,0
6,271,10,1,5,5459,0
4,191,3,1,6,4563,0
4,135,3,1,6,5266,1
4,224,3,1,9,5283,1
3,142,2,0,8,4914,0
6,246,6,0,1,4846,0
5,165,4,1,7,5091,1
3,150,4,1,8,4433,0
3,170,7,0,7,4957,1
2,147,3,0,3,4120,1
4,151,3,1,6,5379,1
3,259,8,2,3,4390,1
4,211,4,1,10,4004,0
4,249,10,1,2,4190,0
3,133,3,1,4,5902,0
4,258,3,2,1,4653,0
3,253,3,2,1,4263,1
6,185,3,2,8,4806,0
3,268,2,1,8,1991,1
4,277,5,1,3,1527,1
2,157,4,0,3,1203,1
5,132,6,0,8,1327,1
5,104,4,0,3,4885,1
3,213,2,1,6,5374,1
5,172,2,2,1,5112,0
5,168,4,0,10,5373,1
5,192,3,1,3,4015,1
4,189,2,0,10,4646,0
5,255,6,0,3,4638,0
5,152,3,0,2,4172,0
4,171,5,0,2,5242,1
4,177,3,1,4,4551,0
3,160,3,0,4,4683,0
4,233,4,0,3,5849,1
3,216,3,0,10,4083,0
5,222,3,0,6,4744,1
5,260,2,0,10,5633,0
5,239,2,0,5,5759,1
4,204,2,1,9,4462,0
3,116,5,0,6,4524,0
4,245,3,0,8,4826,0
4,280,5,0,3,5034,0
3,155,4,0,6,5386,0
3,139,5,0,8,4595,0
5,237,3,2,9,5401,0
2,211,4,0,1,5673,0
3,220,3,1,5,5078,0
5,134,2,0,8,5646,0
3,208,2,0,7,4582,1
5,198,4,1,2,5316,0
5,277,4,0,2,5496,0
4,144,3,0,1,5881,0
5,201,3,0,4,5166,1
3,201,4,1,9,5721,1
5,236,2,0,2,4987,1
4,142,2,0,2,5150,1
5,172,5,1,1,4730,0
4,217,2,1,2,5442,0
4,231,3,2,3,5112,0
3,200,2,0,5,4884,0
5,260,6,2,10,4087,1
2,216,3,1,2,5098,0
5,215,2,0,3,4700,0
5,217,3,0,6,4934,1
3,244,3,0,3,4652,1
4,221,3,0,10,5632,0
4,207,2,1,4,4099,0
3,190,3,1,2,4468,1
3,199,4,0,7,4520,0
6,246,3,1,7,4733,1
3,195,3,1,10,5585,0
3,244,3,1,10,4636,1
2,158,3,2,1,4149,0
4,254,4,0,4,5137,1
3,236,2,1,8,5591,0
5,255,4,1,9,4881,1
3,224,2,0,9,4007,1
2,204,4,2,5,5382,0
3,150,2,1,3,5836,0
3,134,2,2,1,5646,0
3,157,4,0,7,5974,1
3,257,2,1,1,4132,1
5,165,3,1,10,5598,0
5,175,4,0,4,4505,0
3,201,2,1,8,5032,1
3,175,2,1,2,4814,0
4,185,5,0,7,4694,1
4,202,3,0,7,5678,1
3,270,2,0,4,4681,0
5,175,3,0,7,4833,1
4,149,3,1,3,4781,1
3,223,3,1,4,4495,1
5,143,4,0,10,5400,0
3,203,3,1,7,4977,1
4,165,6,0,5,4640,1
4,255,6,0,3,4278,1
4,218,2,0,7,4423,0
4,193,2,1,1,5909,0
5,187,3,0,3,4343,0
3,246,3,0,1,4020,1
3,237,3,1,10,5851,0
3,269,3,1,5,4197,1
3,107,5,0,4,5624,0
3,147,3,0,4,5805,0
3,111,5,1,1,4102,0
3,197,3,1,2,4018,1
3,257,4,0,9,4537,0
5,269,2,1,2,5276,0
3,224,2,1,3,4405,0
3,262,2,1,10,5032,0
5,181,3,2,7,5675,1
3,159,3,1,9,4555,0
3,207,2,0,9,4671,0
3,238,3,1,5,4399,1
2,239,3,2,1,5910,0
4,206,2,0,10,4264,1
4,159,4,0,5,5420,1
3,207,2,1,10,4706,0
4,262,2,0,10,5524,1
3,251,2,0,3,5168,0
5,188,3,0,7,4485,1
5,254,2,0,4,5014,0
4,234,3,2,10,4375,0
3,246,3,1,2,5653,1
4,158,3,0,3,4527,0
4,220,3,1,4,4314,0
4,257,3,1,8,5045,1
4,143,2,1,3,5630,1
4,163,3,2,4,5863,0
3,171,4,0,8,4502,0
3,261,4,1,7,4542,1
3,212,3,1,10,4663,0
3,176,2,0,10,4920,0
4,257,4,0,5,5875,1
4,133,2,0,10,4768,1
3,153,3,1,3,5251,0
6,218,6,1,1,4625,1
4,164,2,0,9,5453,0
3,256,2,1,9,4228,1
2,150,2,1,9,4917,1
2,107,4,2,4,4451,1
6,219,4,1,6,4885,1
6,237,5,2,2,5364,0
5,246,2,0,4,5461,0
4,198,3,1,1,5846,1
4,176,6,2,5,4494,1
5,168,2,2,3,4928,0
5,173,4,1,4,5363,0
4,106,2,0,10,5173,1
3,171,2,1,7,4010,1
5,224,2,1,4,5063,0
4,216,4,1,3,4887,1
3,174,3,1,2,4221,0
4,261,6,1,10,4596,1
4,229,3,0,3,5027,0
4,214,3,2,6,5646,0
4,199,5,1,8,5669,1
5,182,3,1,7,5677,1
4,152,3,0,4,5299,0
4,258,2,1,6,5062,1
6,182,3,0,7,4371,1
2,166,3,0,8,4968,1
2,176,3,0,6,5006,0
3,193,3,1,3,5154,0
4,135,2,0,10,4508,1
6,213,4,1,3,5549,0
5,168,3,0,6,4088,1
3,264,3,1,6,4247,1
3,173,2,0,10,4115,1
6,142,2,0,9,5360,1
